authors,title,source_title,issn,doi,year,base,journal_title,h_index,avaliador,situacao
Doyran M.A.; Santamaria Z.R.,a comparative analysis of banking institutions examining quiet life,managerial finance,3074358,10.1108/MF-09-2018-0415,2019,scopus,Managerial Finance,45,Davi,
Schulte M.; Winkler A.,drivers of solvency risk  are microfinance institutions different,journal of banking and finance,3784266,10.1016/j.jbankfin.2019.07.009,2019,scopus,Journal of Banking and Finance,185,Davi,
Ciruela-Lorenzo A.M.; Del-Aguila-Obra A.R.; Padilla-Meléndez A.; Plaza-Angulo J.J.,digitalization of agricooperatives in the smart agriculture context proposal of a digital diagnosis tool,sustainability (switzerland),20711050,10.3390/su12041325,2020,scopus,Sustainability,136,Davi,
Hilson M.,popular movements and the fragility of the nordic democracies during the first half of the twentieth century,journal of modern european history,16118944,10.1177/1611894419880459,2019,scopus,Journal of Modern European History,13,Davi,
Tadesse Y.; Almekinders C.J.M.; Griffin D.; Struik P.C.,collective production and marketing of quality potato seed experiences from two cooperatives in chencha ethiopia,forum for development studies,8039410,10.1080/08039410.2019.1635523,2020,scopus,Forum for Development Studies,24,Davi,
Nurliza; Ruliyansyah A.; Hazriani R.,performance behavior of corn smallholders for sustainable cooperative change in west kalimantan,agraris,2407814X,10.18196/agr.6186,2020,scopus,Agraris,4,Davi,
Anania P.; Rwekaza G.C.; Bamanyisa J.M.,socioeconomic benefits of agricultural marketing cooperatives and their challenges evidence from selected cases in moshi district council tanzania beneficios socioeconómicos de cooperativas de comercialización agrícola y sus desafíos demostración a partir de casos seleccionados en el consejo de distrito de moshi tanzania,ager,15787168,10.4422/ager.2020.07,2020,scopus,Ager,11,Davi,
Gao Y.,peasant cooperation and agricultural growth in historical perspective southeastern shanxi in the 1950s,modern china,977004,10.1177/0097700418812105,2019,scopus,Modern China,46,Davi,
McCarthy M.A.,the politics of democratizing finance a radical view,politics and society,323292,10.1177/0032329219878990,2019,scopus,Politics and Society,78,Davi,
Sklair L.,world revolution or socialism community by community in the anthropocene,globalizations,14747731,10.1080/14747731.2019.1651532,2019,scopus,Globalizations,48,Davi,
Gebre G.G.; Rik E.; Kijne A.,analysis of banana value chain in ethiopia approaches to sustainable value chain development,cogent food and agriculture,23311932,10.1080/23311932.2020.1742516,2020,scopus,Cogent Food and Agriculture,36,Davi,
Said M.S.; Annuar H.A.; Hamdan H.B.,an investigation into the financial sustainability of islamic saving credit cooperative society saccos in tanzania,international journal of ethics and systems,25149369,10.1108/IJOES-11-2018-0159,2019,scopus,International Journal of Ethics and Systems,26,Davi,
Zheng S.; Liang Q.; Liu Q.,governance structure and performance of mariculture scitech parks evidence from zhejiang province china,marine policy,0308597X,10.1016/j.marpol.2019.103670,2019,scopus,Marine Policy,115,Davi,
Clymer A.; Bowman W.; Yeager E.A.; Briggeman B.C.,are cooperatives transitioning from cost minimizers to profit maximizers,agricultural finance review,21466,10.1108/AFR-08-2020-0115,2020,scopus,Agricultural Finance Review,31,Davi,
Sharma N.; Bhagwani H.; Yadav N.; Chahar D.,biodegradation of textile wastewater by naturally attenuated enterobacter sp,nature environment and pollution technology,9726268,10.46488/NEPT.2020.V19I02.043,2020,scopus,Nature Environment and Pollution Technology,15,Davi,
Udemezue J.C.; Chinaka E.C.; Okoye B.C.,cassava value chain as instrument for economic growth and food security in nigeria,universal journal of agricultural research,23322268,10.13189/ujar.2019.070601,2019,scopus,Universal Journal of Agricultural Research,4,Davi,
Walker D.A.; Smith K.I.,credit unions acquisitions of banks and thrifts,journal of financial economic policy,17576385,10.1108/JFEP-05-2018-0077,2019,scopus,Journal of Financial Economic Policy,16,Davi,
Kar N.; Nayak Y.; Kar P.K.,improvement of tasar farmers economic status in mayurbhanj district of odisha through cluster approach,journal of entomological research,3789519,10.5958/0974-4576.2019.00095.1,2019,scopus,Journal of Entomological Research,11,Davi,
Ma W.; Abdulai A.,ipm adoption cooperative membership and farm economic performance insight from apple farmers in china,china agricultural economic review,1756137X,10.1108/CAER-12-2017-0251,2019,scopus,China Agricultural Economic Review,33,Davi,
de Paula D.A.V.; Artes R.; Ayres F.; Minardi A.M.A.F.,estimating credit and profit scoring of a brazilian credit union with logistic regression and machinelearning techniques,rausp management journal,25310488,10.1108/RAUSP-03-2018-0003,2019,scopus,RAUSP Management Journal,13,Davi,
McDonnell B.,sheffields tenants theatres in the 1980s theatre community and activism,studies in theatre and performance,14682761,10.1080/14682761.2019.1689737,2020,scopus,Studies in Theatre and Performance,10,Davi,
Duncan P.,a methodology for enterprisewide risk assessment in small banks and credit union,journal of money laundering control,13685201,10.1108/JMLC-08-2020-0098,2020,scopus,Journal of Money Laundering Control,26,Davi,
Webster A.; Wilson J.F.; Wong N.D.,commerce with a bit of ethics or ethics with a bit of commerce the conundrum of british consumer cooperation 18631990,journal of management history,17511348,10.1108/JMH-01-2020-0008,2020,scopus,Journal of Management History,25,Davi,
Misati R.N.; Kamau A.; Nassir H.,do migrant remittances matter for financial development in kenya,financial innovation,21994730,10.1186/s40854-019-0142-4,2019,scopus,Financial Innovation,36,Davi,
McKee G.; Kagan A.; Ghosh A.,small asset credit union executive succession concerns,journal of co-operative organization and management,2213297X,10.1016/j.jcom.2019.03.001,2019,scopus,Journal of Co-operative Organization and Management,17,Davi,
Berner S.; Derler H.; Rehorska R.; Pabst S.; Seebacher U.,roadmapping to enhance local food supply case study of a cityregion in austria,sustainability (switzerland),20711050,10.3390/su11143876,2019,scopus,Sustainability,136,Davi,
Malvido Perez Carletti A.; Hanisch M.; Puechagut M.S.; Gastaldi L.B.,understanding member characteristics and cooperative price effects the case of the argentinean dairy sector,annals of public and cooperative economics,13704788,10.1111/apce.12247,2019,scopus,Annals of Public and Cooperative Economics,42,Davi,
Dohmwirth C.; Hanisch M.,womens active participation and gender homogeneity evidence from the south indian dairy cooperative sector,journal of rural studies,7430167,10.1016/j.jrurstud.2019.10.005,2019,scopus,Journal of Rural Studies,124,Davi,
Nhung N.T.T.; Cuong T.H.; Lebailly P.,structure and performance of advisory services in agricultural development around protected area the case of xuan thuy national park vietnam,asian journal of agriculture and rural development,23041455,10.18488/journal.1005/2020.10.1/1005.1.95.108,2020,scopus,Asian Journal of Agriculture and Rural Development,6,Davi,
Florea A.-M.; Bercu F.; Radu R.I.; Stanciu S.,a fuzzy set qualitative comparative analysis fsqca of the agricultural cooperatives from south east region of romania,sustainability (switzerland),20711050,10.3390/su11215927,2019,scopus,Sustainability,136,Davi,
Kirika S.K.,monetary demeasurement of taxation using cognieconomic pressure coefficient on a continuous progressivity model towards equitable taxation for kenya,cogent economics and finance,23322039,10.1080/23322039.2020.1804038,2020,scopus,Cogent Economics and Finance,29,Davi,
Amghrous S.; Rousselière D.,limplication des agriculteurs dans les coopératives dans un pays en transition vers une économie de marché  une application aux coopératives agricoles de services algériennes,european journal of development research,9578811,10.1057/s41287-018-0179-7,2019,scopus,European Journal of Development Research,56,Davi,
Bhowmik M.R.,advancing the theory of cooperative organization interrogating the developing country perspectives,journal of entrepreneurial and organizational diversity,22818642,10.5947/jeod.2020.003,2020,scopus,Journal of Entrepreneurial and Organizational Diversity,2,Davi,
Moskovich Y.,loss of democracy in a cooperative kibbutz industry ethical dilemmas  an israeli case study,international journal of sociology and social policy,0144333X,10.1108/IJSSP-07-2020-0281,2020,scopus,International Journal of Sociology and Social Policy,45,Davi,
Ierapetritis D.G.,guilds and cooperative community networks in the eastern mediterranean evidence from greece under ottoman occupation,journal of the knowledge economy,18687865,10.1007/s13132-016-0428-y,2019,scopus,Journal of the Knowledge Economy,38,Davi,
"Maçada A.C.G.; Brinkhues R.A.; Freitas J.C.S., Jr.",the influence of information management capability on companies sustainable competitive advantage a multiplecase study of brazilian marketleading companies a influência da capacidade de gerenciamento de informações nas vantagens sustentáveis das empresas um estudo de casos múltiplos com empresas líderes do mercado brasileiro,revista brasileira de gestao de negocios,18064892,10.7819/rbgn.v22i4.4084,2020,scopus,Revista Brasileira de Gestao de Negocios,17,Davi,
Parappurathu S.; Ramachandran C.; Baiju K.K.; Xavier A.K.,formal versus informal insights into the credit transactions of smallscale fishers along the south west coast of india,marine policy,0308597X,10.1016/j.marpol.2019.02.032,2019,scopus,Marine Policy,115,Davi,
Tashiro A.; Uchiyama Y.; Kohsaka R.,impact of geographical indication schemes on traditional knowledge in changing agricultural landscapes an empirical analysis from japan,journal of rural studies,7430167,10.1016/j.jrurstud.2019.03.014,2019,scopus,Journal of Rural Studies,124,Davi,
Pérez-Mesa J.C.; Piedra-Muñoz L.; García-Barranco M.C.; Giagnocavo C.,response of fresh food suppliers to sustainable supply chain management of large european retailers,sustainability (switzerland),20711050,10.3390/su11143885,2019,scopus,Sustainability,136,Davi,
Elder S.D.,the impact of supermarket supply chain governance on smallholder farmer cooperatives the case of walmart in nicaragua,agriculture and human values,0889048X,10.1007/s10460-019-09911-8,2019,scopus,Agriculture and Human Values,86,Davi,
Pokharel K.P.; Featherstone A.M.,estimating multiproduct and productspecific scale economies for agricultural cooperatives,agricultural economics (united kingdom),1695150,10.1111/agec.12483,2019,scopus,Agricultural Economics (United Kingdom),96,Davi,
Meador J.E.; O’Brien D.,placing rwandas agriculture boom trust women empowerment and policy impact in maize agricultural cooperatives,food security,18764517,10.1007/s12571-019-00944-9,2019,scopus,Food Security,66,Davi,
Atanasova C.; Li M.; Mugerman Y.; Rastan M.,government guarantees and the risktaking of financial institutions evidence from a regulatory experiment,journal of asset management,14708272,10.1057/s41260-019-00128-2,2019,scopus,Journal of Asset Management,20,Davi,
Silva M.E.; Dias G.P.; Gold S.,exploring the roles of lead organisations in spreading sustainability standards throughout food supply chains in an emerging economy,international journal of logistics management,9574093,10.1108/IJLM-05-2020-0201,2020,scopus,International Journal of Logistics Management,84,Davi,
Gwiriri L.C.; Bennett J.E.,balancing democracy with service delivery power relations politics and accountability in cooperatives supporting emergent livestock farmers in south africa,international journal of the commons,18750281,10.5334/ijc.973,2020,scopus,International Journal of the Commons,33,Davi,
Jyothi S.S.P.; Devarani L.; Singh K.N.; Singh R.; Singh R.J.; Hemochandra L.; Singh M.K.; Ram D.,prioritization of stakeholders in diffusion of caur series varieties in manipur,economic affairs (new delhi),4242513,10.30954/0424-2513.2.2019.1,2019,scopus,Economic Affairs (New Delhi),2,Davi,
Zhou J.; Yang Z.; Li K.; Yu X.,direct intervention or indirect support the effects of cooperative control measures on farmers implementation of quality and safety standards,food policy,3069192,10.1016/j.foodpol.2019.05.011,2019,scopus,Food Policy,126,Bruno,
