authors,title,source_title,issn,doi,year,base
Alves L.R.; de Lima J.,agriculturaland credit cooperativism in brazil of agribusiness cooperativismo agropecuário e de crédito do brasil do agronegócio,Revista Brasileira de Gestao e Desenvolvimento Regional,1809239X,,2018,scopus
Ranjan R.,bargaining among farmers goodwill and the success of cooperatives,Annals of Public and Cooperative Economics,13704788,10.1111/apce.12172,2017,scopus
Riley M.; Sangster H.; Smith H.; Chiverrell R.; Boyle J.,will farmers work together for conservation the potential limits of farmers cooperation in agrienvironment measures,Land Use Policy,02648377,10.1016/j.landusepol.2017.10.049,2018,scopus
Forney J.; Häberli I.,cooperative values beyond hybridity the case of farmers organisations in the swiss dairy sector,Journal of Rural Studies,07430167,10.1016/j.jrurstud.2017.04.003,2017,scopus
Douvitsa I.,supervision and audit of the greek agricultural cooperatives a critical approach on legislation,European Business Law Review,09596941,10.54648/EULR2018004,2018,scopus
Yodkhum S.; Gheewala S.H.; Sampattagul S.,life cycle ghg evaluation of organic rice production in northern thailand,Journal of Environmental Management,03014797,10.1016/j.jenvman.2017.03.004,2017,scopus
Makau D.N.; Vanleeuwen J.A.; Gitau G.K.; Muraya J.; McKenna S.L.; Walton C.; Wichtel J.J.,effectiveness of using cellphone technology as a dairy management training tool for smallholder dairy farms in kenya,Livestock Research for Rural Development,01213784,,2018,scopus
Bovay J.,demand for collective foodsafety standards,Agricultural Economics (United Kingdom),01695150,10.1111/agec.12375,2017,scopus
Malikov E.; Zhao S.; Kumbhakar S.C.,economies of diversification in the us credit union sector,Journal of Applied Econometrics,08837252,10.1002/jae.2569,2017,scopus
Hassan R.; Samad R.R.; Shafii Z.,shariah governance practices in credit cooperatives in malaysia,Al-Shajarah,13946870,,2018,scopus
Ferraz L.Z.T.; Rezende A.J.; de Lima J.P.R.; Todeva E.,perception of value cocreation actions in agricultural cooperatives,BAR - Brazilian Administration Review,18077692,10.1590/1807-7692bar2018180005,2018,scopus
Akimbekova G.; Horska E.; Yegizbayeva G.,advantages of formation and perspective models of agricultural cooperatives in the republic of kazakhstan,Espacios,07981015,,2018,scopus
Royer A.; Bijman J.; Abebe G.K.,cooperatives partnerships and the challenges of quality upgrading a case study from ethiopia,Journal of Co-operative Organization and Management,2213297X,10.1016/j.jcom.2017.04.001,2017,scopus
Da Silva T.P.; Leite M.; Guse J.C.; Gollo V.,financial and economic performance of major brazilian credit cooperatives desempeño financiero y económico de las principales cooperativas de crédito brasileñas,Contaduria y Administracion,01861042,10.1016/j.cya.2017.05.006,2017,scopus
Hessou H.; Lai V.S.,basel iii capital buffer requirements and credit union prudential regulation canadian evidence,Journal of Financial Stability,15723089,10.1016/j.jfs.2017.05.002,2017,scopus
McIntyre R.,the development of social economy in france since 1945,Forum for Social Economics,07360932,10.1080/07360932.2018.1451768,2018,scopus
Vroegindewey R.; Theriault V.; Staatz J.,coordinating cereal farmers and buyers evidence from mali,Journal of Agribusiness in Developing and Emerging Economies,20440839,10.1108/JADEE-11-2016-0075,2018,scopus
Wedig K.; Wiegratz J.,neoliberalism and the revival of agricultural cooperatives the case of the coffee sector in uganda,Journal of Agrarian Change,14710358,10.1111/joac.12221,2018,scopus
Hatai L.D.,economic feasibility of onfarm processing and value chain of cashewnut in west garo hills of meghalaya,Journal of Plantation Crops,24548480,10.25081/jpc.2018.v46.i3.2078,2018,scopus
Kovács S.Z.,dualities of the hungarian credit institute activities,DETUROPE,18212506,,2018,scopus
Huang X.,a doubleexponential jump model and its application to risk measure in wheat spot market,Economics Bulletin,15452921,,2017,scopus
Ajates Gonzalez R.,going back to go forwards from multistakeholder cooperatives to open cooperatives in food and farming,Journal of Rural Studies,07430167,10.1016/j.jrurstud.2017.02.018,2017,scopus
Grashuis N.J.,branding by us farmer cooperatives an empirical study of trademark ownership,Journal of Co-operative Organization and Management,2213297X,10.1016/j.jcom.2017.09.002,2017,scopus
Kontogeorgos A.; Giannakopoulos N.; Chatzitheodoridis F.,exploring the quality management systems on cooperatives performance before the economic crisis,Quality - Access to Success,15822559,,2018,scopus
Bressan V.G.F.; de Souza D.C.; Bressan A.A.,income smoothing a study of the health sectors credit unions income smoothing um estudo das cooperativas de crédito do setor de saúde,Revista Brasileira de Gestao de Negocios,18064892,10.7819/rbgn.v0i0.2617,2017,scopus
Ilha P.C.S.; Piacenti C.A.; Leismann E.L.,uma análise comparativa da competitividade econômicofinanceira das cooperativas agroindustriais do oeste do paraná,Revista de Economia e Sociologia Rural,01032003,10.1590/1234-56781806-94790560106,2018,scopus
Ifeanyi-Obi C.C.; Iremesuk P.,environmental factors influencing artisanal fishing in eastern obolo local government area of akwa ibom state,Journal of Agricultural Extension,1119944X,10.4314/jae.v22i1.6,2018,scopus
Dos Santos Pompeu G.D.S.; Kato O.R.; Almeida R.H.C.,smallholder families and commercial farmers perception on agroforestry systems in toméaçu pará brazil percepção de agricultores familiares e empresariais de toméaçu pará brasil sobre os sistemas de agrofloresta,Sustentabilidade em Debate,21777675,10.18472/SustDeb.v8n3.2017.24197,2017,scopus
Tuominen P.; Syrjä P.; Sjögrén H.; Tuominen T.,csr activities in consumer cooperatives exploring the case of finnish s group cooperatives based on board reporting,Journal of Co-operative Organization and Management,2213297X,10.1016/j.jcom.2017.10.002,2017,scopus
Nadaf Fahmideh S.; Allahyari M.S.; Damalas C.A.; Daghighi Masouleh Z.; Ghazi M.,predicting adoption of double cropping in paddy fields of northern iran a comparison of statistical methods,Paddy and Water Environment,16112490,10.1007/s10333-017-0601-3,2017,scopus
Gao J.; Wu B.,revitalizing traditional villages through rural tourism a case study of yuanjia village shaanxi province china,Tourism Management,02615177,10.1016/j.tourman.2017.04.003,2017,scopus
Bennett A.; Basurto X.,local institutional responses to global market pressures the sea cucumber trade in yucatán mexico,World Development,0305750X,10.1016/j.worlddev.2017.09.006,2018,scopus
Marshall A.P.; O'Neill D.W.,the bristol pound a tool for localisation,Ecological Economics,09218009,10.1016/j.ecolecon.2017.11.002,2018,scopus
Han Q.,family farming and rural society under the shadow of urbanization a case study of agricultural business management in chifeng inner mongolia,Chinese Journal of Sociology,2057150X,10.1177/2057150X17707635,2017,scopus
Marshalek F.,cuban and danish agriculture the rochdale principles and the renovation of socialism la agricultura cubana y danesa los principios de rochdale y la renovación del socialismo,Human Geography(United Kingdom),19427786,10.1177/194277861701000303,2017,scopus
de la Cruz J.; Jansen K.,panama disease and contract farming in the philippines towards a political ecology of risk,Journal of Agrarian Change,14710358,10.1111/joac.12226,2018,scopus
Mathuva D.M.,an empirical analysis of the characteristics of savings and credit cooperatives participating in the reporting excellence awards in kenya,Journal of Accounting in Emerging Economies,20421168,10.1108/JAEE-03-2016-0023,2018,scopus
Gao Y.; Zhang X.; Wu L.; Yin S.; Lu J.,resource basis ecosystem and growth of grain family farm in china based on rough set theory and hierarchical linear model,Agricultural Systems,0308521X,10.1016/j.agsy.2017.03.013,2017,scopus
Grashuis J.,a quantile regression analysis of farmer cooperative performance,Agricultural Finance Review,00021466,10.1108/AFR-05-2017-0031,2018,scopus
Yacob Y.; Ali J.K.; Hii J.W.-S.; Lim X.J.,members participation in service cocreation the mediating effect of satisfaction towards loyalty,Asian Journal of Business Research,24634522,10.14707/ajbr.180047,2018,scopus
Tu V.H.; Can N.D.; Takahashi Y.; Kopp S.W.; Yabe M.,modelling the factors affecting the adoption of ecofriendly rice production in the vietnamese mekong delta,Cogent Food and Agriculture,23311932,10.1080/23311932.2018.1432538,2018,scopus
Tschopp M.; Bieri S.; Rist S.,quinoa and production rules how are cooperatives contributing to governance of natural resources,International Journal of the Commons,18750281,10.18352/ijc.826,2018,scopus
Dilger M.G.; Konter M.; Voigt K.-I.,introducing a cooperativespecific business model the poles of profit and community and their impact on organizational models of energy cooperatives,Journal of Co-operative Organization and Management,2213297X,10.1016/j.jcom.2017.03.002,2017,scopus
Caubel J.; Garcia de Cortazar-Atauri I.; Vivant A.C.; Launay M.; de Noblet-Ducoudré N.,assessing future meteorological stresses for grain maize in france,Agricultural Systems,0308521X,10.1016/j.agsy.2017.02.010,2018,scopus
Lecoutere E.,the impact of agricultural cooperatives on womens empowerment evidence from uganda,Journal of Co-operative Organization and Management,2213297X,10.1016/j.jcom.2017.03.001,2017,scopus
Dalazoana F.M.L.; Binotto E.; Lopes A.V.; Gimenes R.M.T.,cost management on cotton yarn production,Custos e Agronegocio,18082882,,2017,scopus
Ivanova V.N.; Yazev G.V.; Kudryavtsev V.V.; Seryogin S.N.; Shlenov Y.V.; Rodinova N.P.,current state and prospects for the development of agricultural consumer cooperation in the lipetsk tambov and smolensk regions,Espacios,07981015,,2018,scopus
Chizari A.H.; Shokoohi Z.; Salami H.,estimating market power in iranian dairy processing industry with dynamic imperfect competition model,Journal of Agricultural Science and Technology,16807073,,2018,scopus
Kreutzmüller C.,jewish credit cooperatives in berlin 19271938,Shofar,15345165,10.1353/sho.2017.0000,2017,scopus
Azimi R.; Allahyari M.S.; Damalas C.A.; Kavoosi-Kalashami M.,technical performance of plant clinics as providers of crop protection services the case of guilan province iran,Crop Protection,02612194,10.1016/j.cropro.2017.07.007,2017,scopus
Zaimova D.; Zheliazkov G.; Doitchinova J.,efficiency analysis of agricultural cooperatives in trentinoalto adige,Ikonomicheski Izsledvania,02053292,,2018,scopus
Diaconeasa M.C.,media influence on popularizing the agricultural cooperative concept,Quality - Access to Success,15822559,,2018,scopus
Davenport R.B.; Vivan J.L.; May P.H.; Nunes P.C.; de Vargas L.N.; Costa W.L.S.; Oliveira A.R.; Rajão R.L.,adaptive forest governance in northwestern mato grosso brazil pilot project outcomes across agrarian reform landscapes,Environmental Policy and Governance,1756932X,10.1002/eet.1772,2017,scopus
Hailu G.; Weersink A.; Minten B.,determinants of the productivity of teff in ethiopia,European Journal of Development Research,09578811,10.1057/s41287-016-0065-0,2017,scopus
Snider A.; Kraus E.; Sibelet N.; Bosselmann A.S.; Faure G.,influence of voluntary coffee certifications on cooperatives advisory services and agricultural practices of smallholder farmers in costa rica,Journal of Agricultural Education and Extension,1389224X,10.1080/1389224X.2016.1227418,2016,scopus
Kiršienė J.; Misevičiūtė G.,comparative analysis of liability cases for bankruptcies of financial institutions,Montenegrin Journal of Economics,18005845,10.14254/1800-5845/2017.13-3.8,2017,scopus
Kang H.M.; Cho S.J.; Choi S.I.; Sato N.; Kim H.,revitalizing mountain ginseng cultivation in north jeolla province south korea,Small-scale Forestry,18737617,10.1007/s11842-016-9336-z,2016,scopus
Mathuva D.M.; Mboya J.K.; McFie J.B.,achieving legitimacy through cooperative governance and social and environmental disclosure by credit unions in a developing country,Journal of Applied Accounting Research,09675426,10.1108/JAAR-12-2014-0128,2017,scopus
Filimonova V.; Gonçalves F.; Marques J.C.; De Troch M.; Gonçalves A.M.M.,biochemical and toxicological effects of organic herbicide primextra® gold tz and inorganic copper compounds on zooplankton and phytoplankton species,Aquatic Toxicology,0166445X,10.1016/j.aquatox.2016.05.008,2016,scopus
